TreeID,long,lat,species,latin species,year planted,diameter canopy,dbh,height,biomass
374,389892.6167,5816512,Silber-Linde,Tilia tomentosa,1964,9,42.97183463,17,21.34813385
375,389896.4743,5816508,Ulme,Ulmus spec.,1955,8,50.29296202,18,20.75190945
376,389877.9781,5816486,Silber-Pappel,Populus alba,1914,12,88.49014836,20,3864.120648
377,389864.4054,5816469,Gewöhnliche Esche,Fraxinus excelsior,1954,10,47.42817304,17,62.57405295
378,389861.1187,5816459,Kugel-Ahorn,Acer platanoides 'Globosum',1963,8,41.69859509,7,29.52396462
379,389851.3301,5816450,Spitz-Ahorn,Acer platanoides,1975,6,31.51267873,9,14.35322697
380,389848.6485,5816446,Robinie,Robinia pseudoacacia,1929,9,66.8450761,15,1687.74602
381,389851.9299,5816445,Robinie,Robinia pseudoacacia,1945,8,56.34084985,17,1365.940945
382,389871.7006,5816446,Gewöhnliche Esche,Fraxinus excelsior,1955,6,61.43380803,14,120.9367734
383,389886.4295,5816486,Gewöhnliche Esche,Fraxinus excelsior,1967,5,37.87887646,13,35.29766899
384,389882.1979,5816451,Gemeine Rosskastanie,Aesculus hippocastanum,1890,16,99.31268449,17,4130.264601
385,389884.8037,5816445,Silber-Linde,Tilia tomentosa,1964,6,38.19718634,18,15.98900346
386,389891.9907,5816446,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1940,7,56.97746963,18,65.96464095
387,389893.4752,5816468,"Zitter-Pappel, Espe",Populus tremula,1921,15,76.71268257,20,24442.11702
388,389903.2766,5816450,Gemeine Rosskastanie,Aesculus hippocastanum,1929,8,68.75493542,15,1783.153587
389,389902.3219,5816444,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1950,8,50.6112719,18,48.61912042
390,389907.5755,5816444,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1949,6,50.6112719,17,48.61912042
391,389935.9868,5816447,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1943,12,66.52676621,17,1196.106287
392,389927.1931,5816376,Schwarz-Pappel,Populus nigra,1937,12,66.8450761,17,15781.3949
393,389903.6187,5816468,"Zitter-Pappel, Espe",Populus tremula,1935,10,63.34366735,20,16669.4471
394,389926.3397,5816362,Schwarz-Pappel,Populus nigra,1928,10,70.02817496,17,17318.89159
395,389925.954,5816355,Schwarz-Pappel,Populus nigra,1919,11,78.304232,18,22922.59691
396,389925.8864,5816348,Schwarz-Pappel,Populus nigra,1919,11,79.25916166,18,23484.72291
397,389937.7182,5816359,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1959,8,49.01972247,17,8491.8932
398,389925.0453,5816335,Schwarz-Pappel,Populus nigra,1910,16,88.49014836,17,27645.45589
399,389942.3961,5816326,Italienische Pyramiden-Pappel,Populus nigra 'Italica',2000,1.5,22.91831181,7,771.406124
400,389924.651,5816324,Schwarz-Pappel,Populus nigra,1917,15,85.3070495,18,27202.97894
401,389924.2016,5816318,Schwarz-Pappel,Populus nigra,1919,12,83.39719018,17,24556.66126
402,389946.0024,5816301,Silber-Weide,Salix alba,1895,1,92.30986699,3,715.1724135
403,389922.8435,5816290,Schwarz-Pappel,Populus nigra,1938,12,9.549296586,17,325.1799155
404,389940.4924,5816283,Schwarz-Pappel,Populus nigra,1969,3,48.3831027,17,8272.997485
405,389923.7583,5816311,Schwarz-Pappel,Populus nigra,1915,13.5,84.67042972,17,25311.71083
406,389941.6224,5816312,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1964,2.5,45.20000384,22,9340.228772
407,389922.7021,5816283,Schwarz-Pappel,Populus nigra,1939,10,50.92958179,17,9165.729435
408,389922.2444,5816276,Schwarz-Pappel,Populus nigra,1887,17.5,105.0422624,25,57256.52861
409,389939.8477,5816267,Schwarz-Pappel,Populus nigra,1963,7,44.88169395,17,7120.161042
410,389913.8956,5816262,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1905,4.5,80.5324012,17,22899.60063
411,389913.4953,5816258,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1966,5,69.0732453,17,16850.13986
412,389916.793,5816251,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1974,2.5,38.51549623,12,3707.124642
413,390092.471,5816647,Linde,Tilia spec.,1951,10,50.6112719,20,31.89801111
414,390105.7138,5816638,Winter-Linde,Tilia cordata,1947,10,53.15775099,20,35.98202044
415,390098.6374,5816638,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1923,9,142.602829,20,5715.053319
416,390090.8081,5816638,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1944,12,54.11268065,20,783.021287
417,390087.1963,5816637,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1961,9,46.1549335,20,565.0252803
418,390079.2827,5816640,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1948,10,56.34084985,20,850.5919293
419,390075.1083,5816646,Winter-Linde,Tilia cordata,1936,10,64.93521678,25,58.80159944
420,390063.062,5816642,Gemeine Eibe,Taxus baccata,1955,5,30.23943919,8,194.2684456
421,390051.9903,5816640,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1943,14,56.97746963,20,65.96464095
422,390044.9531,5816635,Gewöhnliche Esche,Fraxinus excelsior,1955,10,76.39437268,25,210.6706729
423,390066.9055,5816630,Spitz-Ahorn,Acer platanoides,1937,16,60.16056849,18,75.87630171
424,390086.5344,5816625,Feld-Ahorn,Acer campestre,1955,8,50.6112719,12,48.61912042
425,390093.5975,5816624,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1959,10,47.42817304,17,41.13024748
426,390088.0025,5816620,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1964,9,42.01690498,15,466.001164
427,390100.4018,5816620,Hainbuche,Carpinus betulus,1974,6,32.1492985,15,510.5689797
428,390112.4223,5816618,Spitz-Ahorn,Acer platanoides,1959,10,42.65352475,17,31.29658342
429,390103.8958,5816615,Eingriffliger Weissdorn,Crataegus monogyna,1955,6,25.14648101,5,85.67078904
430,390099.471,5816603,Spitz-Ahorn,Acer platanoides,1953,15,57.6140894,18,67.87931656
431,390096.8073,5816608,Spitz-Ahorn,Acer platanoides,1966,12,37.87887646,14,23.05315356
432,390088.379,5816613,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1957,10,45.51831372,16,36.99944358
433,390071.2611,5816614,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1977,5,30.87605896,17,13.61837396
434,390076.424,5816610,Gewöhnliche Esche,Fraxinus excelsior,1955,7,34.69577759,17,28.22724247
435,390092.2203,5816595,Spitz-Ahorn,Acer platanoides,1945,12,53.15775099,17,55.17045271
436,390069.1023,5816602,Spitz-Ahorn,Acer platanoides,1958,14,46.79155327,17,39.72356629
437,390047.3047,5816628,Spitz-Ahorn,Acer platanoides,1925,16,73.52958371,20,127.2115582
438,390040.3615,5816626,Linde,Tilia spec.,1955,9,85.94366927,18,116.9897283
439,390026.6573,5816627,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1955,8,83.39719018,25,1901.582339
440,390022.535,5816616,Linde,Tilia spec.,1977,5,36.9239468,19,14.71253739
441,390018.3168,5816617,Hainbuche,Carpinus betulus,1968,8,37.87887646,15,706.1695248
442,390018.9616,5816623,Spitz-Ahorn,Acer platanoides,1937,9,62.07042781,18,82.23515031
443,390020.6554,5816626,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1939,8,58.88732894,20,931.3288638
444,390012.2324,5816620,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1967,4,37.56056657,17,370.2586881
445,390008.8308,5816622,Linde,Tilia spec.,1976,4,30.55774907,18,19.24665901
446,390012.2678,5816618,Linde,Tilia spec.,1983,5,25.14648101,18,15.73127424
447,390006.0944,5816616,Spitz-Ahorn,Acer platanoides,1939,5,60.16056849,10,75.87630171
448,389992.9338,5816617,Flatter-Ulme,Ulmus laevis,1969,5,39.152116,18,15.63797318
449,389995.7909,5816609,Spitz-Ahorn,Acer platanoides,1947,12,56.02253997,20,63.15518821
450,390004.706,5816608,Spitz-Ahorn,Acer platanoides,1977,4,29.9211293,15,12.56003642
451,390003.0431,5816607,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1924,10,70.98310462,25,1366.254049
452,390002.1799,5816603,Spitz-Ahorn,Acer platanoides,1955,9,52.20282133,25,52.65428938
453,390009.538,5816598,Winter-Linde,Tilia cordata,1927,15,68.75493542,17,67.65675726
454,389995.7938,5816599,Linde,Tilia spec.,1978,4,30.55774907,18,19.24665901
455,389993.3157,5816596,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1924,15,74.48451337,20,1508.086265
456,389988.841,5816608,Linde,Tilia spec.,1941,10,59.8422586,24,48.12081521
457,389978.1589,5816593,Österreichische Schwarzkiefer,Pinus nigra ssp. Nigra,1971,4,42.65352475,16,14.65556009
458,389978.6798,5816594,Österreichische Schwarzkiefer,Pinus nigra ssp. Nigra,1968,5,44.88169395,18,16.17970255
459,389980.7026,5816590,Österreichische Schwarzkiefer,Pinus nigra ssp. Nigra,1957,6,45.20000384,12,16.40340661
460,390091.0231,5816658,Weisser Maulbeerbaum,Morus alba,1925,8,68.43662553,13,1536.733455
461,390017.7135,5816592,Feld-Ulme,Ulmus minor,1937,10,67.16338598,25,22.66458639
462,390027.6654,5816593,Spitz-Ahorn,Acer platanoides,1961,8,46.47324338,14,39.03142451
463,390042.1548,5816599,Hainbuche,Carpinus betulus,1937,17,66.20845633,14,2001.219659
464,390055.8642,5816596,Hainbuche,Carpinus betulus,1955,15,98.9943746,17,5421.137127
465,390059.4446,5816586,Gemeine Eibe,Taxus baccata,1977,5,31.51267873,6,159.0103819
466,390075.7076,5816586,Spitz-Ahorn,Acer platanoides,1966,7,41.06197532,14,28.3771598
467,390015.4906,5816592,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1925,17,70.34648485,22,1341.237129
468,390110.1343,5816588,Schwarzer Maulbeerbaum,Morus nigra,1986,6,25.14648101,9,152.0473068
469,390111.6985,5816597,Eingriffliger Weissdorn,Crataegus monogyna,1955,7,52.83944111,7,506.9167424
470,390120.8362,5816605,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1966,5,41.69859509,18,802.6560703
471,390121.2459,5816609,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1972,4,35.65070725,17,559.0642065
472,390122.5696,5816613,Feld-Ahorn,Acer campestre,1955,10,67.16338598,12,100.7509416
473,390121.8865,5816622,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1964,10,41.69859509,17,29.52396462
474,390124.2733,5816631,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1945,10,56.97746963,20,870.4245243
475,390120.7034,5816632,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1949,9,51.24789168,18,50.20959013
476,390111.4296,5816648,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1973,6,33.42253805,15,16.70144035
477,390118.4501,5816646,Sand-Birke,Betula pendula,1971,7,35.65070725,15,22.059492
478,390122.4481,5816651,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1955,10,190.0310021,20,1466.901197
479,390119.5191,5816658,Götterbaum,Ailanthus altissima,1950,10,50.6112719,18,1171.50221
480,390131.0408,5816665,Sand-Birke,Betula pendula,1957,7,44.88169395,24,38.53613437
481,390132.7503,5816689,Winter-Linde,Tilia cordata,1967,10,44.56338407,20,23.34114774
482,390123.5105,5816694,Robinie,Robinia pseudoacacia,1939,12,58.88732894,18,1574.472716
483,390128.772,5816712,Götterbaum,Ailanthus altissima,1945,12,56.97746963,18,1476.335428
484,390111.6002,5816728,Spitz-Ahorn,Acer platanoides,1944,15,55.70423008,17,62.23527917
485,390124.7787,5816726,Gemeine Eibe,Taxus baccata,1955,6,44.56338407,4,210.5340949
486,390134.1097,5816713,Götterbaum,Ailanthus altissima,1937,12,61.43380803,17,1617.320066
487,390148.6364,5816680,Gemeine Eibe,Taxus baccata,1955,6,112.0450799,7,2198.552934
488,390145.9434,5816662,Gemeine Eibe,Taxus baccata,1949,8,50.6112719,10,660.0808709
489,390142.5668,5816654,Gemeine Eibe,Taxus baccata,1955,7,58.56901906,6,533.1752378
490,390142.2508,5816644,Linde,Tilia spec.,1959,10,47.42817304,20,27.197471
491,390143.5705,5816620,Pappel,Populus spec.,1862,15,122.5493062,20,62349.14327
492,390137.4914,5816617,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1989,,25.14648101,,84.24323
493,390121.111,5816619,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1971,4,33.74084794,18,530.9003044
494,390103.577,5816584,Spitz-Ahorn,Acer platanoides,1928,12,73.84789359,17,128.634503
495,390143.733,5816618,Rotfichte,Picea abies,1979,4,27.6929601,14,282.5091408
496,390136.3398,5816609,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1977,4,45.51831372,18,952.4273771
497,390143.7276,5816609,Eiche,Quercus spec.,1965,4,40.74366543,16,437.4954162
498,390146.5642,5816610,Spitz-Ahorn,Acer platanoides,1968,6,35.96901714,15,20.17770009
499,390144.9779,5816605,Pappel,Populus spec.,1951,10,52.52113122,18,10319.07132
500,390134.4855,5816604,Gemeine Eibe,Taxus baccata,1980,4,25.46479089,9,155.8268545
501,390140.0964,5816597,Spitz-Ahorn,Acer platanoides,1969,7,35.01408748,17,18.82693687
502,390138.7754,5816589,Robinie,Robinia pseudoacacia,1971,9,38.51549623,20,761.8549244
503,390141.499,5816582,Ulme,Ulmus spec.,1917,15,77.98592212,20,33.31331057
504,390148.6,5816621,Linde,Tilia spec.,1969,8,39.152116,15,16.98790826
505,390157.033,5816632,Spitz-Ahorn,Acer platanoides,1926,15,70.34648485,18,113.5099433
506,390160.2519,5816658,Eingriffliger Weissdorn,Crataegus monogyna,1958,8,44.24507418,11,557.2295142
507,390169.5564,5816650,Linde,Tilia spec.,1955,10,189.0760724,20,810.0679983
508,390160.9896,5816647,Weisser Maulbeerbaum,Morus alba,1895,9,92.30986699,11,2341.370343
509,390154.284,5816604,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1919,9,77.34930234,17,1629.475539
510,390168.6041,5816670,Linde,Tilia spec.,1942,12,55.70423008,17,40.36070666
511,390000.0469,5816430,Linde,Tilia spec.,1964,7,36.9239468,18,14.71253739
512,389993.5495,5816424,Silber-Ahorn,Acer saccharinum,2012,2,12.41408556,5,10.98823863
513,389985.4773,5816435,Eiche,Quercus spec.,1934,14,62.38873769,18,1048.476197
514,389978.3564,5816435,Eschen-Ahorn,Acer negundo,1957,8,46.1549335,9,38.34670967
515,389969.4457,5816430,Berg-Ulme,Ulmus glabra,1933,12,63.98028712,20,19.99802303
516,389969.1772,5816427,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1957,8,46.79155327,17,39.72356629
517,389947.1057,5816445,Ulme,Ulmus spec.,1928,9,72.57465405,20,27.67602178
518,389944.8435,5816449,Eingriffliger Weissdorn,Crataegus monogyna,1984,4,25.78310078,10,176.9427274
519,389949.8112,5816453,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1935,12,57.6140894,20,890.4914563
520,389960.3902,5816456,Linde,Tilia spec.,1947,8,52.20282133,18,34.41632976
521,389946.3477,5816458,Hainbuche,Carpinus betulus,1961,8,42.01690498,12,695.2139185
522,389952.9863,5816461,Feld-Ahorn,Acer campestre,1973,5,31.51267873,6,14.35322697
523,389957.8823,5816461,Linde,Tilia spec.,1949,10,57.6140894,20,43.84191754
524,389948.9417,5816481,Linde,Tilia spec.,1921,10,74.48451337,20,82.34255521
525,389949.4312,5816485,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1953,10,49.97465213,20,665.1240527
526,389957.4573,5816487,Hainbuche,Carpinus betulus,1975,4,28.96619964,10,279.3882346
527,389963.0742,5816489,Spitz-Ahorn,Acer platanoides,1955,10,63.34366735,18,86.64947184
528,389952.4141,5816491,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1944,10,51.24789168,18,700.3507787
529,389957.8852,5816493,Linde,Tilia spec.,1953,8,42.01690498,18,20.20260276
530,389964.246,5816499,Spitz-Ahorn,Acer platanoides,1973,8,322.1296048,20,5709.915754
531,389958.7741,5816501,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1955,9,45.20000384,20,541.3059205
532,389966.1749,5816503,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1957,10,65.57183655,20,1161.153206
533,389936.5118,5816465,Linde,Tilia spec.,1977,,28.01126998,,17.46868523
534,389933.2743,5816465,Linde,Tilia spec.,1977,3,29.9211293,3,18.78102393
535,389930.0337,5816465,Linde,Tilia spec.,1971,1,33.74084794,3,11.79235207
536,389930.4051,5816468,Linde,Tilia spec.,1976,2,28.01126998,3,17.46868523
537,389933.6457,5816468,Linde,Tilia spec.,1980,2,24.82817112,3,15.55486305
538,389936.6194,5816468,Linde,Tilia spec.,1983,2,24.19155135,3,15.21179711
539,389936.6729,5816470,Linde,Tilia spec.,1976,3,27.37465021,3,17.05896261
540,389930.6196,5816471,Linde,Tilia spec.,1970,2,34.05915782,3,12.06725387
541,389930.6731,5816473,Linde,Tilia spec.,1981,2,24.82817112,3,15.55486305
542,389934.0207,5816473,Linde,Tilia spec.,1978,2,27.6929601,3,17.26211183
543,389936.8884,5816473,Linde,Tilia spec.,1982,2,24.50986124,3,15.38171035
544,389937.1019,5816476,Linde,Tilia spec.,1983,2,23.55493158,3,14.88161213
545,389934.1802,5816476,Linde,Tilia spec.,1977,2,21.00845249,3,13.68654474
546,389934.2367,5816479,Linde,Tilia spec.,1972,,23.87324146,,15.04510414
547,389931.2131,5816479,Linde,Tilia spec.,1976,2,36.9239468,3,14.71253739
548,389934.3942,5816482,Linde,Tilia spec.,1983,2,23.23662169,3,14.72130162
549,389937.4758,5816482,Linde,Tilia spec.,1985,2,21.32676237,3,13.82514201
550,389910.523,5816484,Silber-Pappel,Populus alba,1947,10,56.65915974,18,1460.278765
551,389932.7381,5816491,Spitz-Ahorn,Acer platanoides,1917,18,71.30141451,25,117.5203388
552,389934.8002,5816496,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1931,12,38.51549623,17,389.8264711
553,389943.695,5816495,Hainbuche,Carpinus betulus,1981,11,25.14648101,12,253.3147478
554,389953.4655,5816508,Linde,Tilia spec.,1955,16,52.52113122,20,34.93364305
555,389938.7297,5816507,Hainbuche,Carpinus betulus,1972,8,36.28732702,9,391.855255
556,389934.478,5816504,Hainbuche,Carpinus betulus,1955,11,49.65634224,12,968.3434068
557,389927.074,5816505,Feld-Ahorn,Acer campestre,1971,8.5,34.69577759,17,18.38934826
558,389929.0892,5816510,Hainbuche,Carpinus betulus,1974,6,31.51267873,15,490.8113489
559,389925.5868,5816511,Feld-Ahorn,Acer campestre,2006,4.5,13.36901522,8,11.57767888
560,389921.8214,5816505,Feld-Ahorn,Acer campestre,1955,10,43.92676429,25,33.75918847
561,389919.976,5816525,Rot-Buche,Fagus sylvatica,1969,5,39.78873577,16,1196.69959
562,389914.6286,5816524,Rot-Buche,Fagus sylvatica,1953,8,52.52113122,17,2167.169006
563,389913.6034,5816527,Rot-Buche,Fagus sylvatica,1967,7,37.87887646,17,1077.183208
564,389920.7944,5816531,Rot-Buche,Fagus sylvatica,1965,7,42.97183463,18,1410.842569
565,389914.1607,5816530,Rot-Buche,Fagus sylvatica,1941,9,54.11268065,17,2310.068548
566,389912.2068,5816534,Rot-Buche,Fagus sylvatica,1949,6,51.56620156,17,2083.757809
567,389915.8361,5816534,Rot-Buche,Fagus sylvatica,1951,4,46.1549335,17,1643.844682
568,389922.0214,5816536,Rot-Buche,Fagus sylvatica,1939,8,58.88732894,18,2768.056506
569,389933.3495,5816536,Rot-Buche,Fagus sylvatica,1944,8,57.6140894,17,2641.612409
570,389935.8288,5816528,Holländische Linde,Tilia intermedia,1971,4,39.152116,18,16.98790826
571,389939.3147,5816524,Rot-Buche,Fagus sylvatica,1951,10,57.29577951,18,2610.492878
572,389947.443,5816521,Japanischer Schnurbaum,Sophora japonica,1939,9,63.34366735,20,419.9207337
573,389951.9519,5816520,Japanischer Schnurbaum,Sophora japonica,1949,15,55.06761031,17,319.1056217
574,389949.7198,5816528,Japanischer Schnurbaum,Sophora japonica,1943,9,58.88732894,16,363.9164556
575,389947.3388,5816535,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1977,3,31.83098862,16,422.3680547
576,389949.5301,5816536,Robinie,Robinia pseudoacacia,1941,10,60.16056849,14,1284.530335
577,389942.922,5816536,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1959,6,48.70141259,18,1086.759883
578,389944.3154,5816540,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1977,3,28.32957987,15,315.8961422
579,389941.5956,5816552,Gemeine Eibe,Taxus baccata,1955,6,22.91831181,7,99.26557909
580,390013.6969,5816430,Rot-Buche,Fagus sylvatica,1974,8,34.69577759,8,892.7912052
581,389909.1407,5816540,Blutbuche,Fagus sylvatica 'Purpurea',1931,10,34.37746771,18,875.3627006
582,389906.7517,5816538,Rot-Buche,Fagus sylvatica,1947,8,52.83944111,15,2195.360393
583,389897.0673,5816522,Ahornblättrige Platane,Platanus acerifolia,1901,13,101.2225438,17,4286.727193
584,389871.6905,5816524,Ahornblättrige Platane,Platanus acerifolia,1927,15,60.16056849,17,1552.535536
585,389889.4502,5816536,Ahornblättrige Platane,Platanus acerifolia,1933,15,56.02253997,20,1583.127758
586,389878.4754,5816563,Rotblühende Rosskastanie,Aesculus carnea,1992,4,23.87324146,7,21.90121568
587,389864.9785,5816555,Ahornblättrige Platane,Platanus acerifolia,1920,10,77.98592212,17,2576.560261
588,389884.5959,5816541,Ahornblättrige Platane,Platanus acerifolia,1926,14,64.93521678,17,1802.130324
589,389863.8342,5816531,Ahornblättrige Platane,Platanus acerifolia,1925,15,79.25916166,17,2659.311632
590,389855.9624,5816531,Ahornblättrige Platane,Platanus acerifolia,1937,9,57.6140894,18,1508.705604
591,389848.3399,5816524,Ahornblättrige Platane,Platanus acerifolia,1929,15,67.48169587,18,2054.109191
592,389830.779,5816526,Eschen-Ahorn,Acer negundo,1930,14,69.70986507,17,110.8835197
593,389839.0943,5816542,Ahornblättrige Platane,Platanus acerifolia,1881,15,104.7239526,18,4843.756673
594,389856.4141,5816548,Ahornblättrige Platane,Platanus acerifolia,1946,10,52.52113122,20,1395.737976
595,389856.6734,5816555,Ahornblättrige Platane,Platanus acerifolia,1945,10,59.8422586,20,1800.65851
596,389849.4629,5816560,Silber-Ahorn,Acer saccharinum,1944,10,32.78591828,20,11.40945424
597,389854.6117,5816570,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1954,10,58.88732894,14,71.80972782
598,389831.0205,5816569,Sand-Birke,Betula pendula,1998,7,35.01408748,18,21.11723543
599,389835.7891,5816562,Sand-Birke,Betula pendula,1987,7,38.19718634,18,26.07278409
600,389823.3449,5816562,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1981,7,46.79155327,14,39.72356629
601,389826.058,5816558,Spitz-Ahorn,Acer platanoides,1976,8,42.97183463,16,31.90155481
602,389829.5449,5816551,Spitz-Ahorn,Acer platanoides,1988,8,30.55774907,15,13.25977073
603,389827.3207,5816541,Spitz-Ahorn,Acer platanoides,1959,10,50.92958179,16,49.41044101
604,389808.7665,5816538,Linde,Tilia spec.,1957,13,44.88169395,20,23.75244541
605,389803.1417,5816538,Linde,Tilia spec.,1959,7,44.24507418,18,22.93410018
606,389803.7625,5816550,Linde,Tilia spec.,1949,12,51.88451145,18,33.90358327
607,389809.9208,5816560,Linde,Tilia spec.,1974,6,35.65070725,17,13.49850444
608,389803.9532,5816560,Linde,Tilia spec.,1955,10,46.79155327,20,26.31025064
609,389810.1793,5816570,Linde,Tilia spec.,1954,10,49.01972247,20,29.49226554
610,389795.4818,5816562,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1972,5,35.65070725,20,655.1621756
611,389795.5217,5816549,Gewöhnliche Esche,Fraxinus excelsior,1953,15,48.06479281,18,64.7352498
612,389791.4765,5816540,Kiefer,Pinus spec.,1973,6,32.1492985,8,18.46124415
613,389792.9274,5816515,Winter-Linde,Tilia cordata,1957,12,49.01972247,20,29.49226554
614,389796.5175,5816516,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1997,4,14.32394488,7,51.24936939
615,389923.0368,5816543,Blutbuche,Fagus sylvatica 'Purpurea',1952,8,46.1549335,12,1643.844682
616,389795.9093,5816539,"Seiden-Kiefer, Strobe, Weymouths-Kiefer",Pinus strobus,1970,6,38.83380611,15,12.21335409
617,389821.7101,5816512,Hainbuche,Carpinus betulus,1957,12,47.42817304,15,1103.297904
618,389933.1115,5816444,Schwarz-Pappel,Populus nigra,1875,9,112.6816997,18,47448.92702
619,390124.0399,5816498,Linde,Tilia spec.,1989,9,22.91831181,10,14.56415301
620,390109.9553,5816486,Linde,Tilia spec.,1997,4.5,17.82535363,7,12.46318958
621,390122.6955,5816480,Feld-Ahorn,Acer campestre,1989,8,25.78310078,12,18.56109143
622,390102.0512,5816479,Linde,Tilia spec.,1996,4,21.32676237,7,13.82514201
623,390084.2752,5816485,Kaiser-Linde,Tilia intermedia 'Pallida',2008,2,10.18591636,5,10.62378347
624,390085.1354,5816481,Spitz-Ahorn,Acer platanoides,1975,12,37.87887646,12,23.05315356
625,390077.9183,5816487,Linde,Tilia spec.,1989,5.5,21.96338215,8,14.11148037
626,390071.3368,5816490,Linde,Tilia spec.,1991,7,25.14648101,7,15.73127424
627,389960.79,5816425,Rotblühende Rosskastanie,Aesculus carnea,1990,6,29.9211293,8,46.53872707
628,389920.7678,5816484,Feld-Ahorn,Acer campestre,2000,2,17.50704374,5,13.15934697
629,389943.0079,5816538,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1978,3,32.46760839,17,465.7744299
630,389816.2962,5816532,Robinie,Robinia pseudoacacia,1955,7,56.65915974,12,983.038894
631,389864.0524,5816479,Robinie,Robinia pseudoacacia,1961,5,43.60845441,12,589.6976589
632,389866.4762,5816478,Hainbuche,Carpinus betulus,1986,4,24.50986124,14,280.0336505
633,389868.802,5816477,Hainbuche,Carpinus betulus,1953,7,47.10986316,12,872.2422905
634,389930.6204,5816458,Feld-Ahorn,Acer campestre,1999,6,16.87042397,7,12.87191879
635,389935.7121,5816458,Feld-Ahorn,Acer campestre,1999,5,23.55493158,7,16.78340839
636,389935.4598,5816456,Feld-Ahorn,Acer campestre,2002,4.5,15.91549431,7,40.23985735
637,389940.2439,5816407,Schwarz-Pappel,Populus nigra,1959,8,60.47887837,17,12920.7651
638,389945.1081,5816397,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1998,1.5,17.50704374,12,769.5772077
639,389944.5676,5816385,Schwarz-Pappel,Populus nigra,1998,2,19.09859317,12,915.1999739
640,389938.9407,5816385,Silber-Pappel,Populus alba,1980,5.5,32.46760839,12,331.541877
641,389938.6484,5816380,Silber-Pappel,Populus alba,1987,4.5,27.05634033,12,232.2611647
642,389938.7342,5816375,Schwarz-Pappel,Populus nigra,1984,5,33.74084794,12,2846.572979
643,389938.1734,5816369,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1978,6,38.19718634,17,5159.37871
644,389938.2408,5816366,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1978,5.5,35.01408748,17,4336.427368
645,389943.8844,5816367,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1998,1.5,16.87042397,12,714.8587959
646,389943.1512,5816352,Italienische Pyramiden-Pappel,Populus nigra 'Italica',2001,2.5,27.6929601,17,2714.809244
647,389942.1711,5816331,Italienische Pyramiden-Pappel,Populus nigra 'Italica',2001,1.5,17.50704374,12,769.5772077
