TreeID,long,lat,species,latin species,year planted,diameter canopy,dbh,height,biomass
648,389936.6165,5816331,Schwarz-Pappel,Populus nigra,1975,8,48.06479281,17,8164.621445
649,389940.8244,5816297,Silber-Pappel,Populus alba,1964,4,42.01690498,15,681.8602022
650,389939.3737,5816255,Italienische Pyramiden-Pappel,Populus nigra 'Italica',2009,1.2,15.59718442,12,611.4745919
651,389917.5176,5816242,Schwarz-Erle,Alnus glutinosa,2002,2,11.4591559,5,18.47426488
652,389944.5914,5816714,Gemeine Rosskastanie,Aesculus hippocastanum,1934,10,65.25352667,20,2132.154999
653,390060.6148,5816595,Gemeine Eibe,Taxus baccata,1955,5,45.83662361,7,384.06898
654,390137.1202,5816704,Eingriffliger Weissdorn,Crataegus monogyna,1955,5,51.88451145,7,489.1880633
655,390178.0398,5816485,"Oxelbeere, Schwedische Mehlbeere",Sorbus intermedia,1955,4,22.28169203,5,67.65440186
656,390143.3625,5816535,Spitz-Ahorn,Acer platanoides,1955,3,25.46479089,12,18.29156268
657,390167.0716,5816557,Rot-Buche,Fagus sylvatica,1899,20,95.81127574,20,7840.583032
658,390047.4906,5816594,Winter-Linde,Tilia cordata,1955,6,42.65352475,17,20.96212848
659,389954.439,5816577,Robinie,Robinia pseudoacacia,1955,9,65.25352667,12,1295.07343
660,389922.3806,5816578,Pappel,Populus spec.,1955,14,89.12676813,18,29692.07457
661,389899.8982,5816578,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1902,14,97.40282517,16,2614.65299
662,389887.8067,5816576,Linde,Tilia spec.,1962,4,46.1549335,18,25.4404116
663,389878.9966,5816581,Linde,Tilia spec.,1925,14,71.61972439,18,74.78614003
664,389867.5584,5816580,Linde,Tilia spec.,1936,8,63.02535746,14,54.64752436
665,389875.9353,5816586,Linde,Tilia spec.,1969,4,39.47042589,15,17.32887154
666,389883.3389,5816599,Eiche,Quercus spec.,1905,18,95.49296586,18,2510.571106
667,389838.634,5816598,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1950,10,49.97465213,20,47.05985208
668,389842.5956,5816603,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1943,8,55.06761031,17,60.42016167
669,389846.3118,5816611,Amerikanische Rot-Eiche,Quercus rubra,1933,10,63.02535746,20,1070.540252
670,389853.6987,5816613,Rot-Buche,Fagus sylvatica,1955,7,87.5352187,20,6462.897325
671,389855.1798,5816614,Blutbuche,Fagus sylvatica 'Purpurea',1945,8,53.79437077,20,2281.099795
672,389866.1692,5816621,Gemeine Rosskastanie,Aesculus hippocastanum,1954,9,49.65634224,14,883.2225307
673,389857.9466,5816629,Silber-Linde,Tilia tomentosa,1949,10,53.15775099,16,35.98202044
674,389846.9183,5816623,Gewöhnliche Esche,Fraxinus excelsior,1954,9,47.42817304,20,62.57405295
675,389846.9075,5816626,Gewöhnliche Esche,Fraxinus excelsior,1922,10,80.21409132,17,238.5419424
676,389833.0739,5816633,Amerikanische Rot-Eiche,Quercus rubra,1900,,90.08169779,,2227.425625
677,389836.6435,5816614,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1962,6,42.65352475,20,31.29658342
678,389835.9689,5816608,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1955,7,46.47324338,20,39.03142451
679,389833.4435,5816602,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1945,8,55.06761031,18,60.42016167
680,389823.3666,5816603,Hainbuche,Carpinus betulus,1955,10,81.16902098,20,4289.166478
681,389907.3995,5816698,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1965,11,42.01690498,11,466.001164
682,390116.4587,5816534,Feld-Ahorn,Acer campestre,1985,8,30.23943919,14,12.90700323
683,390125.3979,5816510,Spitz-Ahorn,Acer platanoides,1968,16,37.87887646,12,23.05315356
787,390110.7009,5816481,Kaiser-Linde,Tilia intermedia 'Pallida',2007,4,19.73521294,7,13.16215
788,389866.2078,5816615,Scharlach-Kastanie,Aesculus carnea 'Briotii',2007,2,13.05070533,4,12.91733457
789,390241.0958,5816507,Kaiser-Linde,Tilia intermedia 'Pallida',2008,3,13.36901522,6,11.21583094
790,390167.7724,5816467,"Sommer-Eiche, Stiel-Eiche",Quercus robur,2008,2,8.912676813,4,19.36461942
791,390216.9495,5816479,"Sommer-Eiche, Stiel-Eiche",Quercus robur,2008,1,6.68450761,3.5,20.73302487
792,390203.6648,5816710,Gewöhnliche Esche,Fraxinus excelsior,2005,2,16.55211408,3,14.2867904
793,390212.089,5816709,Spitz-Ahorn,Acer platanoides,2009,2,13.36901522,3,11.57767888
794,390168.3939,5816625,Hainbuche,Carpinus betulus,1976,8,32.1492985,15,510.5689797
795,390172.4512,5816625,Hainbuche,Carpinus betulus,1986,6,22.60000192,15,255.6955423
796,390167.8827,5816618,Rot-/Weißdorn,Crataegus spec.,1955,5,45.51831372,9,484.2020176
797,390254.4748,5816532,Rot-/Weißdorn,Crataegus spec.,2012,2,7.002817496,3,14.29090973
798,390198.2166,5816721,Spitz-Ahorn,Acer platanoides,2009,2,12.41408556,7,11.30358643
799,390196.2932,5816510,Esche 'Westhof´s Glorie',Fraxinus excelsior 'Westhof´s Glorie',2002,2,12.41408556,7,12.06045561
800,390202.9586,5816516,Eiche,Quercus spec.,1953,10,51.56620156,15,709.3030801
801,390211.0844,5816506,Berg-Ulme,Ulmus glabra,1948,15,97.72113506,25,59.59232917
802,390185.655,5816539,Esche,Fraxinus spec.,2005,3,17.18873385,7,14.7192402
803,390170.5117,5816479,"Sommer-Eiche, Stiel-Eiche",Quercus robur,2001,2,13.05070533,3,42.34062083
804,390222.1804,5816480,"Sommer-Eiche, Stiel-Eiche",Quercus robur,2000,3,12.73239545,7,40.24939499
805,390118.9169,5816554,Robinie,Robinia pseudoacacia,1955,6,42.97183463,7,338.6079602
806,390121.5329,5816554,Robinie,Robinia pseudoacacia,1992,4,20.6901426,7,81.30036954
807,390119.8605,5816559,Robinie,Robinia pseudoacacia,1942,6,76.0760628,7,1032.567259
808,389976.1328,5816448,Hainbuche,Carpinus betulus,1980,10,51.88451145,17,1494.031397
809,390041.523,5816491,Linde,Tilia spec.,2012,1,9.549296586,3,10.53240946
810,390037.6363,5816499,Spitz-Ahorn,Acer platanoides,2012,1,9.230986699,3,10.60786963
811,390078.3746,5816502,Spitz-Ahorn,Acer platanoides,1999,4.5,18.78028328,7,13.7853878
812,390021.2432,5816432,Kaiser-Linde,Tilia intermedia 'Pallida',2012,1,7.957747155,3,10.34034483
813,389953.4413,5816423,Linde,Tilia spec.,2009,2,10.18591636,5,10.62378347
814,389952.3258,5816431,Linde,Tilia spec.,1955,12,43.29014452,18,21.73831969
815,389802.1783,5816652,Linde,Tilia spec.,1953,8,36.60563691,14,14.40321429
816,389851.9199,5816676,Sand-Birke,Betula pendula,1986,4,26.41972055,10,20.67346666
817,389866.1712,5816677,Sand-Birke,Betula pendula,1992,4,21.00845249,7,16.12581809
818,389884.8855,5816703,Kaiser-Linde,Tilia intermedia 'Pallida',1999,6,33.10422816,12,11.25376919
819,389925.5178,5816690,Eiche,Quercus spec.,2005,2,10.50422624,3,27.12572417
820,389932.1923,5816700,Feld-Ahorn,Acer campestre,2006,3,25.46479089,3,18.29156268
821,389937.0574,5816699,Eingriffliger Weissdorn,Crataegus monogyna,2001,4,20.37183272,4,45.68186449
822,389968.5449,5816694,Gemeine Eibe,Taxus baccata,1953,3,18.14366351,5,20.4141
823,389970.4294,5816636,Linde,Tilia spec.,1956,9,63.02535746,25,54.64752436
824,390003.6323,5816650,Feld-Ahorn,Acer campestre,1997,7,39.78873577,15,26.16630126
825,390050.2889,5816665,Rot-/Weißdorn,Crataegus spec.,1953,4,19.09859317,7,69.54035257
826,390043.0664,5816672,Linde,Tilia spec.,1891,10,91.67324722,20,137.0679211
827,390062.8748,5816696,Gemeine Eibe,Taxus baccata,1953,6,16.87042397,5,24.3525
828,390063.0469,5816693,Gemeine Eibe,Taxus baccata,1953,3,26.73803044,5,35.15351
829,390055.9887,5816636,Flatter-Ulme,Ulmus laevis,1990,8,40.74366543,10,55.351
830,390055.5257,5816616,Ulme,Ulmus spec.,1976,4,38.51549623,12,15.40465919
831,390117.1454,5816622,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1998,3,24.82817112,12,196.3900682
832,390150.0651,5816688,Robinie,Robinia pseudoacacia,1953,1,43.92676429,3,154.5910268
833,390155.4805,5816639,Robinie,Robinia pseudoacacia,1973,2,29.9211293,7,167.0441295
834,390184.5588,5816721,Eschen-Ahorn,Acer negundo,2009,2,17.82535363,3,13.30939306
835,389797.5343,5816598,Robinie,Robinia pseudoacacia,1976,6,28.64788976,12,259.6762525
836,390051.2916,5816720,Ahornblättrige Platane,Platanus acerifolia,1935,10,63.02535746,18,1797.655123
837,390058.1052,5816726,Ahornblättrige Platane,Platanus acerifolia,1923,10,70.02817496,16,1968.340083
838,390050.5818,5816707,Gemeine Eibe,Taxus baccata,1935,8,76.39437268,10,1474.491605
839,389809.405,5816550,Winter-Linde,Tilia cordata,1976,8,30.55774907,17,19.24665901
840,389822.2305,5816515,Ulme,Ulmus spec.,1953,8,56.97746963,14,14.83210332
841,389878.2469,5816447,Weisser Maulbeerbaum,Morus alba,1953,3,15.27887454,3,19.67538324
842,389920.3813,5816419,Kirsche,Prunus spec.,2000,3,29.28450953,7,160.1767533
843,389931.9314,5816408,Ulme,Ulmus spec.,1963,6,44.24507418,12,17.72751369
844,389917.9072,5816402,Kirsche,Prunus spec.,1988,5,19.09859317,7,69.54035257
845,389920.6854,5816401,Kirsche,Prunus spec.,1999,6,24.19155135,7,110.3147994
846,389927.5149,5816383,Schwarz-Pappel,Populus nigra,1919,14,78.304232,17,21650.79024
847,389942.8516,5816343,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1999,2,15.59718442,12,611.4745919
848,389921.8385,5816261,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1979,3,31.83098862,15,3164.609763
849,389943.8821,5816552,Österreichische Schwarzkiefer,Pinus nigra ssp. Nigra,1955,5,35.96901714,7,20.52371827
850,389895.8079,5816553,Amerikanische Rot-Eiche,Quercus rubra,1996,4,20.6901426,7,108.9639567
851,390203.2876,5816651,Robinie,Robinia pseudoacacia,1923,12,72.57465405,17,2239.117731
852,390205.3326,5816644,Europäische Lärche,Larix decidua,1971,6,35.33239737,14,454.5287702
853,390208.7277,5816638,Gemeine Eibe,Taxus baccata,1973,6,35.65070725,7,235.1577129
854,390217.9258,5816635,Gemeine Eibe,Taxus baccata,1956,5,46.1549335,7,389.2924561
855,390217.4837,5816632,Scheinzypresse,Chamaecyparis lawsoniana,1987,4,23.87324146,7,107.4992003
856,390217.6983,5816630,Urweltmammutbaum,Metasequoia glyptostroboides,1987,4,34.69577759,9,285.0146434
857,390225.0139,5816632,Korkenzieher-Weide,Salix 'Tortuosa',1869,8,116.8197282,14,1055.106355
858,390238.4087,5816644,Kulturapfel,Malus domestica,1986,5,23.23662169,3,44.60119839
859,390241.9263,5816641,Kulturapfel,Malus domestica,1983,5,23.23662169,3,44.60119839
860,390246.6194,5816637,Quitte,Cydonia oblonga,1996,5,15.27887454,3,19.67538324
861,390254.94,5816605,Südlicher Zürgelbaum,Celtis australis,1995,6,19.09859317,7,69.54035257
862,390305.2405,5816684,Amberbaum,Liquidambar styraciflua,2000,3,13.36901522,7,34.66316882
863,390302.0807,5816678,Ahornblättrige Platane,Platanus acerifolia,2000,3,17.18873385,7,56.61327339
864,390312.7484,5816658,Sand-Birke,Betula pendula,1988,5,31.19436885,7,15.96240836
865,390319.0403,5816655,Eschen-Ahorn,Acer negundo,1979,6,31.83098862,7,14.72954606
866,390317.2156,5816663,Kulturapfel,Malus domestica,1999,3,14.32394488,7,39.66034378
867,390318.8582,5816666,Pflaume,Prunus domestica,1995,4,17.82535363,7,60.77831787
868,390320.4898,5816668,Pflaume,Prunus domestica,2008,4,17.18873385,7,56.61327339
869,390311.7892,5816669,Rot-/Weißdorn,Crataegus spec.,1968,5,35.65070725,7,235.1577129
870,390319.5441,5816689,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1969,7,35.65070725,12,19.72107992
871,390329.4101,5816701,Götterbaum,Ailanthus altissima,1948,10,55.70423008,17,1335.975146
872,390261.4308,5816699,Gemeine Eibe,Taxus baccata,1958,7,45.83662361,7,384.06898
873,390231.6445,5816680,Gemeine Rosskastanie,Aesculus hippocastanum,1949,12,54.74930042,15,1143.10614
874,390203.8393,5816685,Götterbaum,Ailanthus altissima,1912,10,80.21409132,17,2722.21212
875,390250.279,5816635,Pflaume,Prunus domestica,1986,6,23.55493158,3,45.80159708
876,389944.705,5816383,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1990,2,25.46479089,17,2296.300555
877,390195.3644,5816515,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,2009,3,14.00563499,5,11.77846102
878,390071.0686,5816617,Ulme,Ulmus spec.,1955,7,78.94085177,17,34.37510721
879,390076.2542,5816637,Linde,Tilia spec.,1987,3,32.1492985,17,20.47370405
880,390118.8097,5816597,Gemeine Eibe,Taxus baccata,1999,5,45.20000384,9,477.6144942
881,390048.8508,5816706,Gemeine Eibe,Taxus baccata,2000,5,26.73803044,7,134.1154508
882,390080.8753,5816727,Kirsche,Prunus spec.,1980,2,24.82817112,5,83.56671859
883,390087.3787,5816727,Kirsche,Prunus spec.,1972,3,31.19436885,7,181.2003145
884,390103.8549,5816698,Korkenzieher-Weide,Salix 'Tortuosa',1961,7,44.56338407,14,214.8436581
885,390083.9839,5816693,Japanische Zierkirsche 'Kanzan',Prunus serrulata 'Kanzan',1946,8,54.11268065,8,604.9536233
886,390045.6253,5816512,Zweigriffliger Weissdorn,Crataegus laevigata,1999,3,22.91831181,3,43.41635284
887,389937.6892,5816479,Kaiser-Linde,Tilia intermedia 'Pallida',2010,1,10.82253613,3,10.72385294
888,389965.38,5816468,Westlicher Zürgelbaum,Celtis orientalis,2012,1,9.867606472,3,18.38066211
889,390038.8536,5816720,Silber-Ahorn,Acer saccharinum,2011,3,17.18873385,6,12.24313715
890,389939.4277,5816258,Italienische Pyramiden-Pappel,Populus nigra 'Italica',1970,4,39.78873577,17,5597.649832
891,389911.5048,5816674,Robinie,Robinia pseudoacacia,2011,2,11.77746579,4,15.67509846
892,390344.1768,5816656,Götterbaum,Ailanthus altissima,1953,8,48.70141259,14,850.3713036
893,390044.2667,5816725,Kischpflaume 'Atropurpurea',Prunus cerasifera 'Atropurpurea',1953,3,22.91831181,5,71.4788765
894,390041.4456,5816709,Gemeine Eibe,Taxus baccata,1953,3,40.42535555,6,258.5654208
895,390044.1163,5816704,Gemeine Eibe,Taxus baccata,1953,5,28.32957987,7,150.1394914
896,390046.6964,5816707,Gemeine Eibe,Taxus baccata,1953,3,20.37183272,7,78.87674071
897,389861.0274,5816704,Robinie,Robinia pseudoacacia,2010,4,17.82535363,8,69.23868586
898,389797.9699,5816593,Kischpflaume 'Atropurpurea',Prunus cerasifera 'Atropurpurea',1976,8,29.60281942,6,140.7421874
899,389928.6544,5816419,"Prachtapfel, Vielblütiger Apfel",Malus floribunda,2011,2,11.14084602,3,20.6208953
900,389796.7574,5816571,"Douglasfichte, Douglasie",Pseudotsuga menziesii,1972,6,42.65352475,18,838.9276179
901,389946.1584,5816365,Rot-/Weißdorn,Crataegus spec.,2002,1,13.68732511,7,36.29243208
902,389795.4675,5816514,Kaiser-Linde,Tilia intermedia 'Pallida',2012,4,21.64507226,7,13.96678038
903,390152.813,5816663,Rot-/Weißdorn,Crataegus spec.,1978,8,74.48451337,7,990.8205401
904,390148.7539,5816649,Rot-/Weißdorn,Crataegus spec.,1998,1,40.10704566,2,87.1361847
905,390144.6513,5816677,Gemeine Eibe,Taxus baccata,2001,5,21.32676237,12,145.965047
906,390147.0855,5816678,Gemeine Eibe,Taxus baccata,1998,5,27.05634033,12,232.2611647
907,389951.5728,5816563,Robinie,Robinia pseudoacacia,1997,5,21.64507226,7,88.78570449
908,389823.2105,5816686,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,8.912676813,3,10.44947964
909,389828.3121,5816687,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,9.230986699,3,10.48990509
910,389833.2098,5816688,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,10.18591636,3,10.62378347
911,389834.107,5816686,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,10.18591636,3,10.62378347
912,390083.311,5816644,Ulme,Ulmus spec.,1953,,,,35.3525
913,389939.9274,5816251,Italienische Pyramiden-Pappel,Populus nigra 'Italica',2009,1.5,17.50704374,12,769.5772077
914,389945.7651,5816570,Hainbuche,Carpinus betulus,1990,2,33.42253805,7,260.8325263
915,390047.1402,5816705,Gemeine Eibe,Taxus baccata,1953,5,47.74648293,8,473.8227679
916,389807.8941,5816677,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,10.82253613,3,10.72385294
917,389810.3361,5816679,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,10.82253613,3,10.72385294
918,389813.4791,5816681,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,10.50422624,3,10.6727159
919,389818.5125,5816684,Kleinkronige Winter-Linde,Tilia cordata 'Rancho',2012,1.5,9.549296586,3,10.53240946
920,390114.7064,5816677,Spitz-Ahorn 'Emerald Queen',Acer platanoides 'Emerald Queen',2012,1.5,7.957747155,3,10.41478656
921,389979.1446,5816479,Berg-Ulme,Ulmus glabra,2012,2,9.549296586,3,10.14837688
922,390038.4381,5816725,Kischpflaume 'Atropurpurea',Prunus cerasifera 'Atropurpurea',1953,4,17.18873385,4,32.78786446
923,389881.2682,5816586,Japanischer Blumen-Hartriegel,Cornus kousa,1953,6,30.87605896,6,152.8002293
924,389963.6317,5816419,Südlicher Zürgelbaum,Celtis australis,1953,6,31.51267873,8,210.5550623
926,390144.3827,5816704,Gemeine Eibe,Taxus baccata,1970,4,30.23943919,8,194.2684456
927,390130.5303,5816734,Gemeine Eibe,Taxus baccata,1970,7,78.62254189,8,1254.383234
928,389789.0923,5816480,Flatter-Ulme,Ulmus laevis,1997,7,47.42817304,14,19.24318889
929,390115.3648,5816645,Flatter-Ulme,Ulmus laevis,1990,9,27.05634033,15,12.17465125
930,389939.7021,5816501,Feuer-Ahorn,Acer ginnala,2014,1,6.68450761,4,10.26475018
931,389943.2576,5816503,Sommer-Linde,Tilia platyphyllos,2014,3,10.82253613,4,10.72385294
932,389941.1579,5816500,Gewöhnliche Esche,Fraxinus excelsior,2013,3,10.82253613,6,11.45285524
933,389932.2054,5816416,"Berg-Ahorn, Weiss-Ahorn",Acer pseudoplatanus,1996,7,24.82817112,15,17.76823176
934,389878.566,5816426,Japanischer Schnurbaum,Sophora japonica,1960,5,33.42253805,15,120.8474745
935,389879.0699,5816423,Japanischer Schnurbaum,Sophora japonica,1960,5,36.9239468,15,146.5022787
936,390126.5324,5816733,Gemeine Eibe,Taxus baccata,1990,4,13.68732511,8,41.34435424
937,390124.7555,5816730,Gemeine Eibe,Taxus baccata,1970,3,40.74366543,6,262.5544851
938,390161.0684,5816736,Weide,Salix spec.,1990,6,66.8450761,7,419.6813242
939,390152.5352,5816701,Zweigriffliger Weissdorn,Crataegus laevigata,1970,6,61.11549815,6,579.3614297
940,390285.307,5816549,Winter-Linde,Tilia cordata,2000,6,21.96338215,8,14.11148037
941,390194.6214,5816558,Hainbuche,Carpinus betulus,1990,5,21.96338215,9,147.7991204
942,389994.1944,5816628,Flatter-Ulme,Ulmus laevis,2000,7,22.60000192,8,11.36738764
945,390291.5219,5816698,Sal-Weide,Salix caprea,1995,8,76.39437268,10,523.2238653
946,390311.0627,5816690,Walnuss,Juglans regia,1995,6,22.91831181,8,14.58280924
947,390211.3279,5816639,Japanische Blütenkirsche,Prunus serrulata,1995,4,35.65070725,10,333.0761535
948,389981.8507,5816595,Schwarzkiefer,Pinus nigra,1070,4,29.9211293,15,17.35910868
949,389997.5971,5816542,"Sommer-Eiche, Stiel-Eiche",Quercus robur,1940,10,50.92958179,19,691.456744
950,390005.6618,5816624,Ulme,Ulmus spec.,1980,8,26.73803044,17,42.89532
951,390024.3193,5816640,Hainbuche,Carpinus betulus,1980,6,25.78310078,17,373.9844779
952,390203.5599,5816489,Berg-Ulme,Ulmus glabra,1920,15,50.6112719,20,20.92821963
953,389997.9897,5816705,Winter-Linde,Tilia cordata,1935,18,66.8450761,12,63.13720838
954,389848.9879,5816468,Winter-Linde,Tilia cordata,,6,35.01408748,12,12.91459259
955,389794.0939,5816531,Feld-Ahorn,Acer campestre,2014,3,7.639437268,5,10.37339744
956,389946.4328,5816323,Rot-/Weißdorn,Crataegus spec.,2000,3,17.82535363,6,52.2887921
957,389943.6046,5816348,Pappel,Populus spec.,2000,2,25.78310078,15,2078.171399
958,390139.313,5816523,Robinie,Robinia pseudoacacia,,5,22.91831181,12,167.9824417
